query_id,customer_id,query_date,topic,message,resolved,escalated
QRY-2169D672,CUST-421D5861,2025-05-19,What,"What is the deductible for my auto insurance? Can you check on this, please? Kindly prioritize my request.",False,True
QRY-F968C725,CUST-CB7D49A3,2025-01-30,How,How do I report unauthorized charges on my policy? This requires immediate attention. Kindly prioritize my request.,True,True
QRY-C67EC608,CUST-9CDA80E2,2025-04-29,What’s,What’s the max claim amount for travel insurance? This is quite urgent for me.,False,False
QRY-78CBD1F1,CUST-173D1F8B,2025-04-20,Can,Can I get coverage for international travel? Please respond at the earliest.,False,False
QRY-96F0CFBA,CUST-EAA43780,2025-02-25,Can,Can I add flood coverage to my home policy? This is quite urgent for me. Please escalate this matter immediately!,True,True
QRY-7A9C52A9,CUST-6BAD9AB8,2025-02-15,How,How do I file a claim for medical treatment expenses? Looking forward to your reply.,False,False
QRY-E13B281B,CUST-6986DE1D,2025-04-16,How,How do I get a copy of my insurance policy? This is quite urgent for me. This issue needs urgent attention!,False,True
QRY-7D5F613F,CUST-0D0F1C5B,2025-02-15,Are,Are cosmetic surgeries covered? Kindly provide an update.,False,False
QRY-BDC7905C,CUST-4488D688,2025-01-18,Can,Can I insure my rental property? Kindly provide an update. Immediate assistance is needed.,False,True
QRY-9F61401F,CUST-99ED79EC,2025-04-28,How,How long does claim processing take? Looking forward to your reply. Kindly prioritize my request.,False,True
QRY-48EBE08D,CUST-8A0C67E9,2025-04-30,How,How do I get a copy of my insurance policy? I need your help with this. Immediate assistance is needed.,False,True
QRY-029F5A2E,CUST-04F0FCA6,2025-04-15,Are,"Are mental health medications covered? Please clarify this issue. This matter is critical, awaiting your quick response.",False,True
QRY-EE3995E6,CUST-732DA406,2025-01-27,Can,Can I change my insurance agent during the policy term? This is quite urgent for me. Please escalate this matter immediately!,True,True
QRY-C7D69275,CUST-4CC8CB59,2025-02-07,Can,Can I add temporary coverage for a new vehicle? Please respond at the earliest. Please treat this with high priority.,False,True
QRY-3A990155,CUST-DEBD0465,2025-03-25,Can,Can I get insurance for business-related risks? Kindly provide an update.,True,False
QRY-0A8CF8E2,CUST-2E5FF1CE,2025-03-20,Are,Are outpatient treatments reimbursed under my plan? I need your help with this. Urgent: Please respond as soon as possible.,False,True
QRY-333CED10,CUST-1F2EE26A,2025-02-23,Does,Does my home insurance cover flood damage? Please clarify this issue.,False,False
QRY-8B7BABA8,CUST-0B2AF00B,2025-05-13,How,How do I get a copy of my insurance policy? This requires immediate attention.,False,False
QRY-E6FCBCDA,CUST-9729B890,2025-03-06,Are,Are outpatient prescription drugs covered? Could you please assist? Immediate assistance is needed.,False,True
QRY-9A555879,CUST-7CBF2932,2025-03-05,Are,Are outpatient prescription drugs covered? Looking forward to your reply.,True,False
QRY-DA1DC7F2,CUST-35B11437,2025-04-01,Is,Is the premium fixed for the policy term? I would appreciate your prompt response.,True,False
QRY-8C4D10EB,CUST-44A602F7,2025-04-25,What,What is the process for claiming disability benefits? Kindly provide an update. Urgent: Please respond as soon as possible.,True,True
QRY-D41B29B3,CUST-4712D084,2025-04-10,Are,Are cosmetic surgeries covered? Kindly provide an update.,True,False
QRY-9B874C5B,CUST-4D47142A,2025-04-30,What,What is the process to renew my health insurance? Could you please assist?,True,False
QRY-9A8A3FF1,CUST-8B7B8A13,2025-04-25,What,What is the cancellation policy for travel insurance? I would appreciate your prompt response.,False,False
QRY-D3AA449D,CUST-1E581F95,2025-04-11,How,How do I check my policy renewal status? Kindly provide an update. I am escalating this issue due to its importance.,True,True
QRY-CC0D74C0,CUST-9E31AABB,2025-01-29,Are,Are outpatient treatments covered? Please respond at the earliest. I am escalating this issue due to its importance.,False,True
QRY-DB0C9A29,CUST-CE142326,2025-02-01,How,How do I dispute a denied claim? This requires immediate attention.,True,False
QRY-F224473B,CUST-C18DA2F3,2025-05-14,How,How do I add travel insurance for my family? Could you please assist?,True,False
QRY-E08BB6BA,CUST-11021FA4,2025-02-14,What,"What is the process for submitting a theft claim? Can you check on this, please? I require a prompt resolution.",False,True
QRY-EABF79D3,CUST-E2565D57,2025-05-24,How,How long does claim processing usually take? This requires immediate attention. I require a prompt resolution.,True,True
QRY-00CA9B4B,CUST-49E940B1,2025-02-02,How,How do I update my contact number in policy documents? Looking forward to your reply. Kindly prioritize my request.,False,True
QRY-D03D8209,CUST-A9ED0C9F,2025-05-25,How,How do I file a theft claim? Please clarify this issue. Urgent: Please respond as soon as possible.,True,True
QRY-68D8AB22,CUST-DA10E2F8,2025-03-07,Can,"Can I extend my travel insurance while abroad? This requires immediate attention. This is very urgent, please act fast!",False,True
QRY-B8A6A6DB,CUST-341DA121,2025-01-06,How,How do I report damage caused by natural disasters? I would appreciate your prompt response. Please escalate this matter immediately!,True,True
QRY-FCFDF368,CUST-683DC410,2025-05-15,What,What is the maximum payout for life insurance? Kindly provide an update.,True,False
QRY-FC5D552D,CUST-3A8E26CC,2025-04-12,Are,Are outpatient treatments covered? Please clarify this issue. I am escalating this issue due to its importance.,True,True
QRY-CB28970F,CUST-110D9425,2025-03-13,Can,Can I insure valuables like jewelry separately? Please respond at the earliest. Please treat this with high priority.,True,True
QRY-6D4A26E6,CUST-2FB796DB,2025-05-04,Can,Can I add coverage for business equipment at home? Looking forward to your reply. Kindly prioritize my request.,False,True
QRY-847940CD,CUST-4C22B781,2025-02-02,Are,Are preventive medical checkups covered? I would appreciate your prompt response. I am escalating this issue due to its importance.,True,True
QRY-CA045805,CUST-2E494E71,2025-03-23,What,What coverage is there for accidental death? Looking forward to your reply. I am escalating this issue due to its importance.,True,True
QRY-B7F1B51B,CUST-06F2C249,2025-04-21,Can,Can I pay premiums via autopay or standing order? This requires immediate attention.,False,False
QRY-BB2A5609,CUST-656E2D67,2025-04-10,Are,Are cosmetic surgeries covered? Kindly provide an update.,True,False
QRY-93722F18,CUST-4D3588A1,2025-01-20,How,"How do I report damage caused by natural disasters? Can you check on this, please?",False,False
QRY-35AEBC88,CUST-097E43FE,2025-02-01,Are,Are ambulance charges reimbursed under health plans? Kindly provide an update.,True,False
QRY-3D7A7D54,CUST-416725B9,2025-01-25,Can,"Can I get insurance for business-related risks? Please clarify this issue. This matter is critical, awaiting your quick response.",False,True
QRY-E2FA9578,CUST-C5291BA5,2025-01-27,How,How do I add coverage for home renovations? Looking forward to your reply. Immediate assistance is needed.,True,True
QRY-DE328C42,CUST-D8C5716A,2025-04-03,What,"What is the procedure for filing a fire claim? Please clarify this issue. This is very urgent, please act fast!",False,True
QRY-C59305E6,CUST-94DB4A19,2025-04-10,How,How do I submit a claim for car repairs? This requires immediate attention.,False,False
QRY-352A700B,CUST-5A3242D8,2025-01-15,How,How do I get an insurance quote online? Looking forward to your reply.,True,False
QRY-7BF10A2C,CUST-8A43DAAD,2025-02-09,Can,Can I pay my insurance premium via autopay? This requires immediate attention.,True,False
QRY-6B57AAA5,CUST-FE40F919,2025-05-11,How,How do I update my policy if I move? This requires immediate attention.,False,False
QRY-584DA3A7,CUST-84D802D3,2025-02-11,Can,Can I get insurance for business-related risks? I need your help with this. Urgent: Please respond as soon as possible.,False,True
QRY-FC22CBE7,CUST-AB079DA3,2025-01-20,Are,"Are sports injuries covered? Can you check on this, please? Please escalate this matter immediately!",True,True
QRY-1E7FF7FD,CUST-0DBD466C,2025-02-04,Are,Are maternity expenses covered? Could you please assist? This issue needs urgent attention!,False,True
QRY-9326DE22,CUST-554F834E,2025-04-16,Are,Are alternative medical treatments covered? I need your help with this. Kindly prioritize my request.,False,True
QRY-F75E8A7D,CUST-E4A6AA67,2025-02-13,Can,Can I change my mailing address on file? Please clarify this issue.,False,False
QRY-4DAC06B2,CUST-724893D3,2025-03-29,Can,Can I get insurance for a second car? Please respond at the earliest.,True,False
QRY-F8CC9886,CUST-82C00FC6,2025-05-07,Are,Are discounts available for multiple policies? Please clarify this issue. Please escalate this matter immediately!,False,True
QRY-68A55C19,CUST-F9067FA6,2025-03-09,Can,Can I increase my coverage limits? Please respond at the earliest. This issue needs urgent attention!,False,True
QRY-0D1E91D8,CUST-2E8028F6,2025-01-11,Are,Are ambulance services covered under my plan? Please respond at the earliest.,True,False
QRY-ED99E4CE,CUST-6D033156,2025-04-11,Are,Are ambulance services covered overseas? Looking forward to your reply.,True,False
QRY-1091FE63,CUST-62698CD4,2025-01-24,What,What documents are needed to renew my policy? Looking forward to your reply.,False,False
QRY-82EC07A9,CUST-6AF2D20D,2025-04-27,How,How do I update my policy after buying a new car? I would appreciate your prompt response.,False,False
QRY-C9245FFC,CUST-B61BCEB6,2025-04-12,Can,"Can I renew my travel insurance while abroad? Could you please assist? This matter is critical, awaiting your quick response.",True,True
QRY-2B3746AA,CUST-E75AC76C,2025-01-26,How,How do I check my policy renewal status? Please clarify this issue.,False,False
QRY-FC1CA0E1,CUST-C663FA8D,2025-01-07,How,"How do I update my beneficiary details? I would appreciate your prompt response. This is very urgent, please act fast!",False,True
QRY-C0A59940,CUST-7FD214A2,2025-02-11,Are,Are there discounts for no-claims history? Looking forward to your reply.,False,False
QRY-F9038CC6,CUST-279C0EC9,2025-03-13,Can,"Can I add a newborn to my family health insurance? I would appreciate your prompt response. This matter is critical, awaiting your quick response.",False,True
QRY-38D524F9,CUST-9323E175,2025-01-18,What’s,"What’s the difference between comprehensive and third-party insurance? Can you check on this, please?",True,False
QRY-7ACA94AD,CUST-E8970BD0,2025-02-02,How,How do I file a theft claim? Kindly provide an update. Please treat this with high priority.,True,True
QRY-9210D895,CUST-F721BB53,2025-03-14,What,What is the maximum claim amount for medical expenses? I would appreciate your prompt response.,False,False
QRY-87EF2786,CUST-387CB759,2025-03-21,How,How do I request a copy of my insurance card? This requires immediate attention. Please escalate this matter immediately!,False,True
QRY-86C6380F,CUST-1962CDCA,2025-02-22,Can,Can I insure valuables like jewelry separately? I would appreciate your prompt response.,False,False
QRY-F154AFE5,CUST-8D3766FC,2025-02-11,Can,Can I add a newborn child to my health insurance? Please clarify this issue.,False,False
QRY-F29D6914,CUST-C6B75DAC,2025-04-27,Are,"Are ambulance charges reimbursed under health plans? Can you check on this, please? Please treat this with high priority.",False,True
QRY-70E9D6C8,CUST-63A7BF17,2025-05-05,Can,Can I get insurance for a second car? Please clarify this issue. Immediate assistance is needed.,True,True
QRY-FD2BB2BA,CUST-3F2AD484,2025-05-23,How,"How do I file a claim for fire damage? Please respond at the earliest. This is very urgent, please act fast!",False,True
QRY-F87C8C7F,CUST-B39FF419,2025-03-05,What,"What is covered under home insurance? Can you check on this, please?",False,False
QRY-3C95E593,CUST-12E6E5B9,2025-03-23,How,How do I file a claim for theft during travel? Please clarify this issue. Kindly prioritize my request.,False,True
QRY-E82AC75D,CUST-EC976875,2025-01-03,How,"How do I file a claim for lost luggage? Please respond at the earliest. This is very urgent, please act fast!",True,True
QRY-0B573762,CUST-B9AFB5B5,2025-04-25,What,What documents are required for auto insurance claims? This requires immediate attention. This issue needs urgent attention!,False,True
QRY-DFBA1CE2,CUST-44EB391A,2025-03-23,How,How do I update my beneficiary details? This is quite urgent for me.,True,False
QRY-65E1A59C,CUST-7217CDC3,2025-01-19,How,"How do I dispute incorrect information on my policy? Can you check on this, please?",True,False
QRY-0A9F6304,CUST-8F912F7B,2025-03-06,How,"How do I check the status of my claim? Looking forward to your reply. This is very urgent, please act fast!",False,True
QRY-5CF89AF4,CUST-A9A05810,2025-02-28,How,"How do I submit medical bills for reimbursement? Can you check on this, please?",False,False
QRY-E5671277,CUST-64827ACB,2025-04-11,Can,Can I add a second driver to my auto insurance? I need your help with this.,False,False
QRY-E7C3D0F0,CUST-7C51994A,2025-05-26,Are,Are ambulance services covered overseas? Could you please assist? Urgent: Please respond as soon as possible.,False,True
QRY-CADCE50D,CUST-98C14E45,2025-02-04,Is,Is accidental death covered in all life policies? Kindly provide an update. Please treat this with high priority.,True,True
QRY-8619A960,CUST-D2CFAFC9,2025-02-03,How,How do I update my bank account for auto-debit? This requires immediate attention.,False,False
QRY-2B7C659C,CUST-C9766F3E,2025-01-16,Are,Are preventive vaccinations reimbursed? I need your help with this.,True,False
QRY-05FACA32,CUST-E4981B61,2025-03-04,Are,Are preventive health screenings included? Please clarify this issue.,True,False
QRY-39D25B1F,CUST-8F503EBC,2025-04-04,How,"How do I file a claim for emergency room visits? Can you check on this, please? Please escalate this matter immediately!",True,True
QRY-D8F31933,CUST-E6DFA140,2025-05-13,How,"How do I dispute a premium charge on my bill? I would appreciate your prompt response. This matter is critical, awaiting your quick response.",False,True
QRY-EA1C6547,CUST-BDDA588C,2025-04-06,How,How do I update my contact number on file? This requires immediate attention.,False,False
QRY-370F8DEE,CUST-29B22173,2025-03-29,Can,Can I file claims online through the app? I would appreciate your prompt response.,False,False
QRY-FF6CFA4D,CUST-6660D7BA,2025-02-05,Help,"Help me with premium payment processing. This is quite urgent for me. This matter is critical, awaiting your quick response.",True,True
QRY-0049BB8A,CUST-EE07A1C5,2025-04-12,What,What are the terms for policy renewal? This is quite urgent for me. Please treat this with high priority.,False,True
QRY-8EAD47C2,CUST-12504872,2025-04-17,Is,"Is accidental dismemberment covered? Can you check on this, please?",True,False
QRY-E934B53E,CUST-7500FE0D,2025-05-12,Is,Is my policy valid if I relocate to another city? I would appreciate your prompt response.,False,False
QRY-7D01746F,CUST-5EC76E20,2025-03-03,Can,Can I get coverage for sports-related injuries? Please respond at the earliest. Please escalate this matter immediately!,False,True
QRY-6F59D138,CUST-E398DAEF,2025-04-28,How,"How do I check if my claim is approved? Can you check on this, please?",True,False
QRY-3B2BCC98,CUST-1B595661,2025-03-26,How,How do I update my contact number on file? This requires immediate attention. Please escalate this matter immediately!,False,True
QRY-BD02A8F3,CUST-2254E898,2025-04-04,Are,Are mental health medications covered? Please clarify this issue. I am escalating this issue due to its importance.,True,True
QRY-1FD29B93,CUST-E0FAE09A,2025-02-14,How,How do I apply for travel insurance online? This is quite urgent for me.,True,False
QRY-BF040687,CUST-235A01A1,2025-03-04,What,What is the process for filing a claim for theft? Kindly provide an update. Kindly prioritize my request.,False,True
QRY-10217762,CUST-50DD100B,2025-01-06,Is,Is accidental dismemberment covered under life insurance? This requires immediate attention.,False,False
QRY-291FE56B,CUST-77196671,2025-02-24,Are,Are prescription medications covered? This is quite urgent for me. Immediate assistance is needed.,False,True
QRY-1303A5D6,CUST-25DC49AC,2025-01-02,What,What documents do I need to renew my insurance? This is quite urgent for me.,False,False
QRY-C5149B50,CUST-0F31DB3C,2025-04-02,How,How do I update my policy if I move to a new city? Could you please assist?,True,False
QRY-660FFDEF,CUST-381372FD,2025-05-06,How,How do I file a claim for theft during travel? Looking forward to your reply. Urgent: Please respond as soon as possible.,True,True
QRY-95490A3A,CUST-CF228490,2025-05-16,How,How do I update my contact number in policy documents? I need your help with this.,True,False
QRY-160875BD,CUST-06A35075,2025-01-08,Can,Can I get coverage for dental surgeries? I need your help with this. This issue needs urgent attention!,False,True
QRY-6F219ADA,CUST-623A0310,2025-05-16,Can,Can I insure valuables like jewelry separately? I would appreciate your prompt response. Immediate assistance is needed.,False,True
QRY-A2961843,CUST-84F4172B,2025-03-27,Can,Can I add a spouse to my health insurance? Could you please assist?,True,False
QRY-48023AFD,CUST-1255ECFD,2025-03-07,Are,Are preventive health check-ups covered? I need your help with this.,True,False
QRY-72EB4FE8,CUST-947FB593,2025-05-15,Can,Can I add my spouse to my insurance plan? Could you please assist?,False,False
QRY-65D4A147,CUST-411FA10D,2025-03-16,What,"What is the process for disputing a denied claim? Can you check on this, please? Please treat this with high priority.",True,True
QRY-9A41EA56,CUST-084E73EF,2025-05-26,Is,Is accidental death covered in all life policies? Could you please assist?,False,False
QRY-FD20A96E,CUST-37CD40E5,2025-02-18,How,How do I update my policy after buying a new car? Please clarify this issue.,False,False
QRY-B0324FDF,CUST-4980275F,2025-05-01,Can,"Can I get roadside assistance with my auto insurance? Could you please assist? This matter is critical, awaiting your quick response.",False,True
QRY-A04C2DA3,CUST-E5DBAEC2,2025-03-14,How,"How do I file a theft claim? Can you check on this, please?",False,False
QRY-B9F45F27,CUST-2FF9C740,2025-04-20,What,What steps should I follow for hospitalization claims? This is quite urgent for me. I am escalating this issue due to its importance.,True,True
QRY-86787C25,CUST-3212D02C,2025-04-25,What,What should I do if my claim is rejected? This is quite urgent for me. I require a prompt resolution.,False,True
QRY-7EA7246F,CUST-B24CBF7B,2025-02-02,Can,Can I change my insurance agent during the policy term? This is quite urgent for me. I require a prompt resolution.,False,True
QRY-EAFFEE8C,CUST-55A4B38A,2025-03-07,What,What payment options are available for my premium? Please clarify this issue.,False,False
QRY-054B7182,CUST-11896C4B,2025-05-24,How,How do I get reimbursed for hospital bills? I would appreciate your prompt response.,False,False
QRY-204941FA,CUST-1761F4DD,2025-02-13,Can,"Can I add a new vehicle to my auto insurance? Can you check on this, please?",False,False
QRY-D79CFE14,CUST-A6EF2294,2025-04-01,Can,"Can I add temporary coverage for a new vehicle? Can you check on this, please? Please escalate this matter immediately!",False,True
QRY-D493D08E,CUST-12D25D4D,2025-04-02,Are,Are ambulance charges reimbursed under health plans? This requires immediate attention.,True,False
QRY-464B002F,CUST-7E8838B6,2025-01-16,Can,Can I get insurance for my rental property? Please respond at the earliest.,False,False
QRY-C1704DF5,CUST-63BA2555,2025-01-05,How,"How do I request a copy of my insurance card? Can you check on this, please?",True,False
QRY-DDBD478F,CUST-727DB270,2025-04-26,How,How long does claim settlement usually take? Please clarify this issue.,False,False
QRY-1C12D009,CUST-EF885DE6,2025-02-16,How,How do I report damage caused by natural disasters? I would appreciate your prompt response.,True,False
QRY-2810D295,CUST-2DB19FF8,2025-05-08,Can,"Can I add flood coverage to my home policy? Can you check on this, please? Immediate assistance is needed.",False,True
QRY-2D158D4D,CUST-510B186F,2025-01-29,Can,"Can I pay my premiums online? Could you please assist? This is very urgent, please act fast!",True,True
QRY-4F31AD72,CUST-F2475AAD,2025-02-05,Can,Can I file claims online through the app? I need your help with this.,False,False
QRY-453DA4A2,CUST-357DBEA5,2025-05-07,How,How do I update my policy if I move? I would appreciate your prompt response.,False,False
QRY-4079ABFE,CUST-19BEC510,2025-03-29,What,What documents are required for auto insurance claims? Looking forward to your reply.,True,False
QRY-EF53B208,CUST-B2683E69,2025-03-26,Are,Are preventive health screenings included? This requires immediate attention. Kindly prioritize my request.,False,True
QRY-A69E65E7,CUST-EE740319,2025-01-21,What,What is the process for filing a fire damage claim? Please respond at the earliest. This issue needs urgent attention!,True,True
QRY-3F10EA53,CUST-71BF153B,2025-01-10,What,What documents do I need to renew? Kindly provide an update. I am escalating this issue due to its importance.,False,True
QRY-EEE516D4,CUST-948237F1,2025-01-15,Can,Can I add temporary coverage for a new vehicle? Kindly provide an update. This issue needs urgent attention!,False,True
QRY-308652B9,CUST-64B64D7F,2025-02-15,How,How do I update my bank details for premium payments? This is quite urgent for me.,False,False
QRY-36C49A38,CUST-4A5BFD9D,2025-01-01,What,What is the procedure for filing a flood damage claim? I would appreciate your prompt response.,True,False
QRY-8C5EB505,CUST-6A66BDC5,2025-02-27,How,How do I update my beneficiary details? Kindly provide an update. I am escalating this issue due to its importance.,False,True
QRY-AF62B938,CUST-4C465AB8,2025-02-21,How,How do I get help with claim submission? Looking forward to your reply.,True,False
QRY-9DE2E051,CUST-799DC8BB,2025-05-06,What,What is the maximum coverage limit for home insurance? Please clarify this issue. This issue needs urgent attention!,True,True
QRY-97B02F5F,CUST-0D8EDACB,2025-03-26,How,How do I get reimbursed for hospital bills? I need your help with this. I am escalating this issue due to its importance.,False,True
QRY-B4E64DE8,CUST-5C4D096F,2025-01-02,Are,Are preventive health screenings included? Please respond at the earliest. I require a prompt resolution.,True,True
QRY-E1550A64,CUST-18BFD429,2025-04-20,Can,Can I change my insurance agent mid-term? Please respond at the earliest.,True,False
QRY-191788B2,CUST-FBCDE448,2025-04-11,How,How do I file a claim for lost luggage? Kindly provide an update. Immediate assistance is needed.,True,True
QRY-670C17ED,CUST-57ECDD55,2025-02-08,How,How do I file a theft claim? Please respond at the earliest.,True,False
QRY-CA338925,CUST-5D642FD3,2025-01-20,Can,Can I pay my insurance premium via autopay? Kindly provide an update. Urgent: Please respond as soon as possible.,False,True
QRY-D8CBDC38,CUST-5A514C7E,2025-03-01,How,How do I add flood coverage to my home insurance? This requires immediate attention.,True,False
QRY-28CF38C6,CUST-A45936C2,2025-01-02,How,How do I check the status of my claim? Could you please assist?,False,False
QRY-52F60FCE,CUST-297F27C0,2025-02-21,What,What is the maximum coverage limit for home insurance? I need your help with this. Please treat this with high priority.,True,True
QRY-9184886C,CUST-DCE53518,2025-01-13,Are,Are sports injuries covered under travel insurance? Looking forward to your reply.,True,False
QRY-B29A7E30,CUST-BDA74638,2025-03-03,Can,Can I add coverage for theft during travel? This is quite urgent for me. I require a prompt resolution.,False,True
QRY-556EF98B,CUST-A39DB6E8,2025-05-25,How,How do I submit supporting documents for claims? I would appreciate your prompt response. Urgent: Please respond as soon as possible.,True,True
QRY-641B2A0A,CUST-8CA5C47B,2025-01-29,What,"What is the waiting period for life insurance claims? Can you check on this, please? Urgent: Please respond as soon as possible.",True,True
QRY-C99F598C,CUST-D3D3EA36,2025-01-24,Can,Can I get insurance for my rental property? This requires immediate attention. Please escalate this matter immediately!,True,True
QRY-983400AA,CUST-C393D755,2025-02-22,Can,"Can I add a new driver with a clean record? This is quite urgent for me. This is very urgent, please act fast!",True,True
QRY-1E5CB347,CUST-FAE1434D,2025-05-18,Can,Can I increase my coverage limits? This requires immediate attention. Urgent: Please respond as soon as possible.,False,True
QRY-71CE5D08,CUST-F631DF51,2025-04-22,How,"How do I file a water damage claim? Can you check on this, please?",False,False
QRY-9B077963,CUST-23029E6A,2025-04-18,Can,Can I get insurance for business-related risks? I would appreciate your prompt response. Please escalate this matter immediately!,False,True
QRY-1732CE11,CUST-BCCA6C1F,2025-02-08,How,How do I file a claim for fire damage? I would appreciate your prompt response. Please escalate this matter immediately!,True,True
QRY-D5E684EB,CUST-D4ECB297,2025-01-07,Is,"Is accidental death covered in all life policies? This is quite urgent for me. This matter is critical, awaiting your quick response.",False,True
QRY-A428C5BB,CUST-0F95C23F,2025-01-08,How,How do I add coverage for home renovations? Please respond at the earliest. Please escalate this matter immediately!,True,True
QRY-50A904F4,CUST-57C36A71,2025-01-17,Can,Can I add a co-insured to my auto policy? This is quite urgent for me. This issue needs urgent attention!,True,True
QRY-95337840,CUST-7A9954B9,2025-03-06,What,What are the terms for policy renewal? This is quite urgent for me. Immediate assistance is needed.,False,True
QRY-2CD4AC99,CUST-3FB9F39C,2025-03-12,Can,Can I add coverage for business equipment at home? Please respond at the earliest. Immediate assistance is needed.,True,True
QRY-46A670E8,CUST-08BD6AD8,2025-01-03,Can,"Can I get a policy with no waiting period? Can you check on this, please?",True,False
QRY-8AD451D7,CUST-670E6452,2025-05-25,Can,Can I change my insurance agent mid-term? Could you please assist?,False,False
QRY-7C32AD2A,CUST-E17D170F,2025-05-08,How,How do I file a theft claim? Please respond at the earliest.,True,False
QRY-0F7CFC3A,CUST-157323B6,2025-02-26,Can,"Can I transfer my policy to someone else? Can you check on this, please? Please treat this with high priority.",True,True
QRY-41419872,CUST-5BA1EC4B,2025-01-29,Are,"Are maternity expenses covered? Can you check on this, please? I am escalating this issue due to its importance.",True,True
QRY-D1645170,CUST-787C2A82,2025-01-07,How,"How do I submit supporting documents for claims? Looking forward to your reply. This matter is critical, awaiting your quick response.",True,True
QRY-AE59CC11,CUST-AC79536A,2025-01-03,Can,Can I add temporary coverage for a new vehicle? Could you please assist?,False,False
QRY-F046B161,CUST-3A9506BD,2025-04-19,Can,Can I pay my insurance premium via autopay? This is quite urgent for me. Please treat this with high priority.,True,True
QRY-DF19E1AB,CUST-30890075,2025-04-29,What,What are the terms for policy renewal? I would appreciate your prompt response.,True,False
QRY-E8400F29,CUST-9BDAE612,2025-03-16,Can,Can I extend coverage for pre-existing conditions? Looking forward to your reply. I am escalating this issue due to its importance.,True,True
QRY-2B4DFCAA,CUST-3BE53C75,2025-04-10,How,How do I update my beneficiary details? Could you please assist?,False,False
QRY-8470CA7A,CUST-77992324,2025-05-19,How,How do I check my policy renewal date? This requires immediate attention.,False,False
QRY-912FEA4E,CUST-7BD972C5,2025-03-21,How,How do I report damage caused by natural disasters? Please clarify this issue.,True,False
QRY-D7474FEB,CUST-C082E06B,2025-01-19,How,How do I get a copy of my insurance policy? This is quite urgent for me.,False,False
QRY-4E955768,CUST-BB28324A,2025-04-14,Can,"Can I get insurance for a second home? Can you check on this, please?",False,False
QRY-3F065B27,CUST-F23CC118,2025-05-19,How,How do I update my contact number in policy documents? This requires immediate attention.,False,False
QRY-6C1F8919,CUST-DD852DDD,2025-03-30,How,How do I file a claim for water damage? Please respond at the earliest. Please escalate this matter immediately!,False,True
QRY-782A18EA,CUST-D74BFB1D,2025-05-24,How,How do I dispute a rejected claim? Could you please assist?,False,False
QRY-E61D3F2C,CUST-DDCE68D5,2025-01-05,How,"How do I submit supporting documents for my claim? Can you check on this, please? I require a prompt resolution.",True,True
QRY-C6BB9F0B,CUST-CD3C81D6,2025-02-23,Does,Does my policy cover earthquake damage? This requires immediate attention.,True,False
QRY-10D3EB82,CUST-7D8E885F,2025-04-25,Is,Is my life insurance plan covering accidental death? I need your help with this. Immediate assistance is needed.,False,True
QRY-76F70949,CUST-055F7308,2025-05-06,How,How do I dispute incorrect information on my policy? Looking forward to your reply.,True,False
QRY-86C23001,CUST-506A0568,2025-02-22,How,How long does claim processing take? I need your help with this.,False,False
QRY-DE0430F9,CUST-0A8CDC2C,2025-03-25,Is,Is roadside assistance included in my auto insurance? This is quite urgent for me. Immediate assistance is needed.,True,True
QRY-60FC67BA,CUST-EA4F5A27,2025-04-30,How,How do I add coverage for home renovations? Please respond at the earliest. This issue needs urgent attention!,True,True
QRY-8B0ADB7D,CUST-1730755D,2025-05-02,How,How do I check my policy renewal date? This is quite urgent for me.,True,False
QRY-22051B71,CUST-85C9CA5F,2025-04-28,Can,Can I renew my travel insurance while abroad? I would appreciate your prompt response. I require a prompt resolution.,False,True
QRY-5055AA79,CUST-BAD4DDDA,2025-02-10,How,How can I renew my insurance policy? Could you please assist?,True,False
QRY-8C351580,CUST-8240D42E,2025-01-03,How,"How do I update my payment method? Please respond at the earliest. This is very urgent, please act fast!",False,True
QRY-0E00670C,CUST-E271FC7E,2025-05-26,Is,Is accidental death covered in all life policies? Could you please assist? Please treat this with high priority.,True,True
QRY-CB983B3E,CUST-DCD78492,2025-02-14,Can,Can I get a copy of my policy documents? Kindly provide an update.,True,False
QRY-497B6909,CUST-6FFD3A64,2025-04-28,How,How do I check if my claim is approved? This requires immediate attention.,False,False
QRY-A791271A,CUST-45C6E985,2025-04-11,Can,Can I add flood coverage to my home insurance? Please clarify this issue. Please escalate this matter immediately!,True,True
QRY-0595B811,CUST-F713CEBB,2025-03-12,Can,Can I pay my premiums online? This is quite urgent for me. This issue needs urgent attention!,True,True
QRY-851F8AC1,CUST-61E60A77,2025-02-17,What,"What are the terms for policy renewal? Please clarify this issue. This is very urgent, please act fast!",False,True
QRY-1BB8DCF2,CUST-F3974F24,2025-05-13,Are,Are sports injuries covered under health plans? This is quite urgent for me.,False,False
QRY-41758516,CUST-08FC7B07,2025-01-15,Is,Is my policy valid if I relocate to another city? I need your help with this. Please treat this with high priority.,True,True
QRY-079460F0,CUST-863D42ED,2025-05-03,Can,Can I get insurance for rental properties? Looking forward to your reply.,True,False
QRY-578FD654,CUST-33F4488F,2025-04-10,Can,Can I add coverage for natural disasters? This is quite urgent for me.,False,False
QRY-C91CB727,CUST-0800E1F7,2025-01-03,How,How do I check the status of my claim? This is quite urgent for me.,True,False
QRY-D87DCBA4,CUST-5498D3EF,2025-04-15,What,"What is the coverage period for my travel insurance? This requires immediate attention. This is very urgent, please act fast!",True,True
